	11
子弟小学	1
商家	66
面面相觑	1
启骧	2
平山郁夫	2
宫室	1
令伟家	2
蠓	1
附加	22
塔伊卜	3
张汉乐	1
早上	10
１９９８年前３个月	1
４７００多亿元	1
朝阳公园	1
催化作用	1
间接	43
泰康人寿保险公司	1
弃	18
谢春信	1
街心	7
１７个	28
２９３３亿美元	1
余华	2
柯文	1
大事记	1
双语	2
严管	2
巴勒贝克市	1
呆滞	6
７万平方公里	4
怒不可遏	2
鲁昂	1
德谟克利特	3
和田	2
德国驻埃及使馆	1
总参谋部	3
民事诉讼	1
农	134
就业率	7
索然	1
强悍	4
袢	1
１７０６万元	1
雷西斯滕西亚	1
１７万	3
政策	1393
西北橡胶厂	1
野村证券	1
青蛙	26
爱乐女乐团	2
王成香	1
消亡	8
钱学森	4
良医	2
侯建	1
篆书	1
万国权	3
易懂	7
皇家大道	2
教具	3
哈斯	3
袖章	2
１０８亿元	2
５个半小时	2
细账	2
队员	391
风挡	1
四两	4
凌萨瓦	1
雨具	2
从	4675
正方	2
观众	312
擦肩而过	5
套	91
井冈山	50
中国测绘科学研究院国务院综合国情地理信息系统	1
混委会	1
５次	43
青岛十五中	1
１３天	2
纸醉金迷	2
三百九十亿卢布	2
早些	21
和畅	1
７９７亿元	1
品学兼优	16
杜泰	4
中国远洋散货运输有限公司	2
积极因素	13
汽车站	1
奈瑟武德	1
广元市	1
两节	2
张国基	1
创面	2
４７４３米	1
陈辉	1
五月四日	7
洞头县	1
六十亩	1
南海油田	3
４４岁	2
等会儿	1
王娟	1
中美洲	4
汉剧	1
三百本	1
水果	62
三千五百万美元	1
德洛尔	1
１时	1
５８亿元	2
绿茶	7
绿茵	7
５０００余亩	1
第二场	12
得胜	2
梁从诫	1
福坑口村	1
搜捕	6
自在	6
斋堂川	5
势均力敌	5
友人	25
都会	5
哈努	2
箴言	1
萧君和	2
阿贝蒂	1
麦道	1
袁伟民	1
１９９７年５月	10
刘德意	7
１２８亿美元	2
何香凝	3
奥斯瓦尔多	1
镀金	3
争先恐后	12
渊薮	1
胡富国	6
水枪	4
之外	142
过意不去	1
土产	1
９５铢	1
３０００多元	5
日晒	5
吉萨	1
思想体系	7
一百五十多年	1
豁免	3
徐道振	1
巴特里特	2
柳荫公园	2
郭树合	1
独立报	3
锦溪	1
线装书	1
接口	11
聚脂密封件厂	1
１００万台	1
总务	2
兴安盟	3
绿荫	9
１斤	1
萨哈布	1
做法	234
怀化铁路总公司	2
掳	1
晓帆信息服务有限公司	1
煞	12
起名	4
马拉若岛	4
３５００万美元	2
一色	5
嘻嘻哈哈	2
毽子	1
２６公里	3
可亲	7
７４岁	3
何栋材	1
增白剂	4
稍加	2
淡化	16
可艾可服饰	1
接受	654
同党	1
５０７户	1
习作	1
牧师	2
俞云波	1
杭州快乐食品厂	1
铣	1
马安健	1
轱辘	1
本月末	1
达江乡	5
货船	2
１８６１	1
沙龙	10
双星度假村	1
几公斤	1
张雅芹	1
黑颈鹤	6
价款	2
巡警一中队	1
３３０万千瓦时	1
创汇额	1
非常	508
眼底	9
２２位	1
队医	4
诉讼	68
蒙古民族民主党	4
第四批	1
名位	2
７月１９日至２６日	1
散装	5
建行厦门市分行个人住房信贷服务中心	2
剑拔弩张	1
４０万元人民币	2
创造	656
质量	898
病人	147
灵岩涧	2
名作	5
法文	4
后院	2
中学生	60
潘公凯	1
偏听偏信	1
玉米油	1
韩济生	1
７０００多万日元	1
货色	3
成百上千种	1
水浒传	6
撤换	9
７台	1
菩萨顶	1
重庆园	1
格列朗杰	1
数额	36
３０余枚	1
干将	1
４３０公里	1
去年八月份	1
返身	2
水杉	2
奔丧	1
农业局	2
诉诸	9
下馆子	1
３９０元	1
１９１７年	1
人民民主党	3
摘录	3
覃小丽	1
诉说	25
斗门	1
亵渎	7
总分	16
杀头	1
捞钱	5
王文义	1
诺	3
清道夫	1
名优	7
联合国亚太经社会	3
岁	4
抽逃	3
议事	44
双赢	6
电压	16
生料	1
那阵子	1
遗容	4
罪状	2
礼泉县	1
上影厂	1
毫不	39
栎	4
和兴街道办事处社区服务中心	1
平安保险公司南昌办事处	1
罪犯	15
人民日报社医院	1
４５２元	1
６９	7
守土	6
湿润	18
整人	1
本特森	1
收款	11
池水	1
青联	1
阿边防部队	1
十多个	8
选出	43
１０７亿美元	2
７８４	3
曲靖	2
包产到户	32
泾源县	1
中国美术馆	24
李秀恒	1
田	103
决	65
批发价格	1
接力	43
陈宜张	1
巴勒斯坦民族权力机构地方政府部	1
百岁诞辰	1
修整	7
赚钱	37
太阳岛	1
世界贸易组织	22
日本	1421
习习	5
４万户	1
杨贵妃	1
藏药厂	1
四合庄	1
绿色	140
布鲁克纳	1
４５公里	1
电报机	1
包拯	3
郑州电务段	1
爱将	1
民族路	1
俞惠琴	1
１７次方	1
桑雪	2
张国光	1
病体	2
名人	48
日月	5
陕西师大	2
金牙	1
科普读物	4
张发强	2
莱尼亚	2
六六民主党	1
修道	1
修改	152
日期	36
街头	112
国家广播电影电视总局	2
总路线	1
宽和	1
生日	37
比利奇	1
金牌	118
副总统	49
心间	9
讲演	10
证	181
阿迪达斯公司	1
病例	7
嫁妆	1
１０万费丹	1
沈阳科技市场	1
启德机场	3
六月二十八日	2
衣裤	1
沙丘	1
埃斯特拉达	39
麦吉能源公司	1
哈里	3
衣裳	7
前几名	1
烦扰	1
接到	76
前１０名	1
趋炎附势	1
气功师	3
太平镇	3
返还	18
３２１国道	1
澳大利亚体育与旅游部	1
散见	1
益智楼	1
席	28
章颂先	1
４２亿元	2
盐湖所	2
衣裙	2
齐鲁乙烯扩建工程指挥部	1
朴质	1
做活	3
竭尽	4
世纪之交	33
卡藻雷	1
日本陆军大学	1
烈日	17
１３０２元	1
多少趟	1
杜比宁	7
败绩	2
２２个	13
沈阳工业高等专科学校	2
哆	2
去年３月初	1
充血	1
王建新	23
８８０年	1
大韩商工会议所	1
边区	8
门诊部	9
三四十万	3
生效	32
秘	13
团结一心	2
卡萨布兰卡	16
武汉说唱团	1
卟	1
荡漾	11
身经百战	3
９８０多家	1
第二职业	3
无意中	6
润五	1
百折不挠	7
结合实际	19
朝正垸	1
水晶	5
６７０公里	1
市劳动监察大队	1
名下	3
冠心病	8
逃离	13
８６５个	1
早产	4
洛伦索	1
广播操	1
３２８项	1
克虏伯	1
上海东方女篮	1
再娃尔汗	1
七家	3
铺排	2
黑森州广播电台	1
难点	63
失之交臂	8
专业集团	2
信步	2
鸣炮	1
贾斯旺	3
饭堂	2
２４对	1
美国宇航局总部	1
齐奥尔科夫斯基	1
总参谋长	58
垂钓协会	1
１９９０年４月７日	1
前线扑火突击队	1
一口咬定	1
攒	5
把脉	1
政绩	54
强攻	6
闷头	3
水文	12
第七位	5
第三纪	2
前贤	3
５位	17
１９９８年６月１５日	3
１９４９年６月	2
树林召乡	2
举足轻重	18
复苏	89
赠与	3
同化	7
整饬	2
７２个小时	1
７月中旬	9
２００２年１月	1
陈昊苏	1
２４０点	1
敲门	2
青草	13
半透明	1
大兴县	6
枣树	3
类风湿	4
赠书	7
逃税	17
步枪	12
湖北省高校青年教师艺术团	1
护卫队	1
酊	2
７７５万元	1
政纲	3
扫黄打非	2
希拉克	66
金碧路	2
朝阳区委	1
鑫诺１号卫星	2
政纪	12
南京市工商联	2
汉城	51
试验区	10
借读	3
文圣区	1
风暴	100
关仁山	1
中国游泳队	1
强敌	4
栩栩	1
胡适	7
北京电信局	2
第二年春	1
人民路	4
马马虎虎	3
张基尧	1
索尔兹伯里	1
联系人	1
橡胶树	1
各取所需	5
宁馨儿	1
杀害	29
安卧	2
辽宁	93
南部非洲发展共同体	6
表露	1
重工业部	1
一千二百二十五起	1
马湾村	1
相桥镇党委	1
骄	3
耐劳	1
２３期	1
解惑	7
杜氏贸易公司	2
理论依据	4
源头	58
风景	123
广西防城港市委	1
８４６３米	1
庄一中	1
雷松公司	1
处境	23
近些年	37
１９９２年底	2
教员	14
爱心	93
杂志	92
侦查	26
３０００多只	2
１５０户	1
上一周	3
淡出	2
青天阁	1
落雨	1
韩德培	1
沈阳弹簧厂	1
阿拉木图国际机场	1
没趣	2
六十五公斤	2
欧美同学会留苏分会	1
嘎嘎	1
琴琦渊	1
偏颇	5
耐力	9
题名	4
３０多平方米	1
菲律宾发展银行	1
长钢	1
昂贵	11
网球	65
八九岁	1
范宝俊	1
李飞	2
三千七百三十五吨	1
香港入境事务处	3
汉正街	8
耿	4
梨树镇	2
对得起	9
贵州省	24
张志新	1
宁津县发达饲料公司	1
二话不说	2
一九九二年	12
邵阳县	1
独立性	19
落难	3
１７００多吨	1
６０８０户	1
总值	137
河北省委	9
陈光毅	1
二年级	10
１９９７年７月２日	1
讲求	27
逃窜	4
多半	9
劳顿	3
大礼堂	4
樟木头镇	1
新文学	3
尾部	1
反转片	2
焦化	1
成剑文	3
傅增湘	1
１７００多名	1
国家体育总局宣传司	1
灼	4
演绎	14
联合政府	23
１２时	5
闲	18
７８０名	1
丛书	81
郑泽生	1
八九十元	1
１月	2
新闻电视台	1
演练	10
李颖	1
錾	1
随意性	6
校方	7
他宁	1
双轮	2
强震	1
处处	47
独立	253
青艺	1
选取	9
慢慢吞吞	3
保健操	1
６４３	4
１９４２年底	1
难熬	3
遮拦	1
帖	6
拖拉机	19
香型	1
江苏省昆山市农工商总公司	1
３８７９个	1
整顿	219
双良集团	10
样品	15
研究技术	1
通辽分局	1
中国人民	121
１９６４年９月２６日	1
三十五次	1
哈拉弋拉科镇卫生院	2
闾	7
二三年	4
埃娃	2
２３００万立方米	1
陈彦斌	1
酸腐	1
车型	7
苏醒	9
５０埃镑	1
自命	4
荡涤	3
借给	3
甩开膀子	2
美国房利美公司国际房屋融资服务部	2
铁沟料	1
债务	161
１０９０万元	1
６６６万吨	1
说到底	19
９３年	1
小渊内阁	9
败类	1
运营	46
一九四九年	2
切变	1
丁文政	2
贷方	1
９秒９７	1
七天	5
遍及	13
视黄醇	1
流动性	16
治安扫黄大队法制科	1
组织上	21
活像	3
协和公共卫生学院	2
恪	13
张家界市	1
任务	711
阿克苏	8
萨达纳帕尔	1
斯洛伐克珠穆朗玛峰联合登山队	2
好看	34
再三斟酌	1
１５万公斤	1
巴丘卡耶夫	1
１２英尺	1
美国全国委员会	1
水球	1
处女	1
１比１４３	2
总共	38
北京师范大学教育系	1
李立群	1
器皿	1
仗着	1
红外线	6
众想集团	1
独幕剧	1
西安百货大厦	1
涌	42
首播	1
王平	34
塌陷	17
揍	2
能否	200
伏击	3
２平方公里	1
张宝印	1
边关	5
为数不多	13
喜	72
南来北往	5
雪原	8
生机	66
罢市	2
本月４日	5
冈田	1
铁杆	2
第七任	1
李大钊	14
不虚此行	1
三号甲	1
宁夏财校	1
桃园机场	1
全身心	13
居然	41
躺倒	1
和煦	1
广西高级法院	1
利伯曼	1
陈婉娴	1
青花	1
共青团上海市委	1
６５６起	1
电车	4
祝捷	9
沙尘暴	5
今后	392
良性肿瘤	8
赣县	1
京味	1
边儿	3
再见	4
散记	4
机械厂	1
不在话下	3
濠	1
黑糊糊	1
选区	24
八股文	3
耐受	2
鲈鱼	1
煮沸	1
日文	5
列传	1
第十二次	3
七国集团	8
耳朵	20
矫	1
前年３月	1
１４４５年	1
饭来张口	3
七十三岁	1
特技	7
赤水河	9
余地	28
生来	2
印尼移民总局	1
二点五万多个	1
颐和园管理处	2
奈卜特山	2
刘三锁	1
未曾	21
中科院生物物理研究所	2
１４米	3
杜克大学	1
亚细亚	1
欧盟农业部长理事会	1
国事访问	31
年限	9
凝聚	92
五六部	1
七十多岁	1
氯	9
２０多个	50
三十多位	4
建设银行江西省分行	1
电杆	4
简办	1
家禽	6
朱洁	2
陆桥镇	1
几百场	1
瘤	20
龙翔公司养猪场	1
 ２６日	1
抛撒	1
赫尔南德斯	1
２３８美元	1
沈阳矿务局本溪职工大学	1
中国电子进出口总公司	2
５２亿美元	2
截肢	3
描写	53
假造	1
在野	2
挨着	2
前南问题六国联络小组	1
广东队	2
１１４０５亿美元	1
勤俭	12
别墅	13
条约	185
２月９日	1
三四起	1
京沪铁路	2
改判	6
龙蛇	2
吭气	1
立柱	1
１５０家	2
领舞	1
过激	2
几个星期	3
武清县	4
新英格兰医学杂志	1
杜小鹏	1
只言片语	1
改制	141
中国驻巴办事处	1
疗饥	2
旅游者	16
打非	21
五棵松	1
尼姑	2
恒言	1
法度	4
５８２８亿元	2
纪美玲	1
五一五五	2
皱纹	5
叶飞	2
林散之书画陈列馆	1
乘数	3
排版	7
苏家屯	1
一口气	16
三国演义	7
脊柱炎	1
通城	2
农民社会保险基金会	1
桑巴舞	4
贺岁片	1
反串	1
悬殊	19
北龙处置场	5
纺织部	1
晚７	1
从艺	6
梨园公社	1
６月上旬	3
浙江省考古所	1
县水保局	2
遗属	2
孩子气	2
茶点	1
人民日报编辑部	1
２５００亿元	4
１９９８财年	3
游水	1
卢特夫	1
辛劳	14
低廉	15
２６００多个	2
办公厅	2
陈列部	1
笈	1
３１８５	1
毛利律师事务所	1
宪法	84
５５００至６５００年	1
盘店	1
尽情	18
精选	15
富裕	72
敌占区	1
培土	2
长源电力	1
１１２张	1
笑盈盈	1
游民	1
世界气象组织	2
摄影	73
武汉出版社	2
改动	11
人潮	2
物换星移	2
西康路小学	1
９６２６万元	1
２０多件	2
蛟河市	4
洗手	9
临澧县	3
低度	1
武汉市对外律师事务所	1
毛乌素沙漠	2
因迪克	2
大吴变电站	1
体改委	1
母国	4
莲峰庙	1
电极	3
企业化	4
中国文化艺术界联合会	1
热轧	4
半宿	1
奇正文化歌舞团	1
祈愿	2
睡下	1
牌证	6
１１年３个月	1
潞西市	1
第十三分钟	1
１１７９次	1
富山市	1
点点滴滴	2
辛勤	34
德智体美劳	2
俱全	4
水波不兴	1
中央社会治安综合治理委员会	1
蒙特罗	2
简历	2
扬长而去	1
寻常	37
年青	5
相知	4
李悦	1
丹恩饭店	1
夹皮沟	3
凉城小区	1
３５０万	1
２５０起	1
５３０多万元	1
水箱	1
白领工人	1
袁华智	1
货币委员会	2
勤于	1
庐隐	2
李春利	1
葛洲坝大江	1
热身	8
几粒	2
擂台	4
存放	15
青岛农发行	1
１７４４	1
论题	1
生长期	4
国家石油公司	3
西澳港口	1
１１２度	1
１７４３	1
三十二岁	2
４月１０日	10
难为情	4
霍尔果斯口岸	1
抗癌协会	1
中国电影公司	2
四川代表团	1
艾尔索普	1
吴野渡	1
凌海市大木塑料制品厂	1
省委教育工委	1
１３０日元	1
全国政协	109
体悟	1
客机	50
存栏	7
险些	6
巴斯特	1
中国科学院生物物理研究所	1
广西军区	2
澎湃	2
全国政协常委会	1
双安商场	2
厚礼	8
２０多位	4
险事	1
过滤	12
１９４３年	7
王钰均	1
朱熹纪念馆	1
保证	613
象征性	6
止住	1
啾啾	1
字节	1
７０４名	1
改口	1
全社会	130
神农架	1
健力宝队	14
简化	29
曲阜市公安局	1
悖	4
省地质队	1
未来	406
新款	1
马滴达乡	1
伟	5
插花	2
老公公	3
凯泽斯劳滕队	1
９０００多万个	1
１９４８年６月１５日	2
北京时间１９时１３分	1
的里雅斯特	1
民调	1
术	35
石油界	2
改变	368
过渡	113
日本自民党	15
百分之三十四点四五	1
冲锋	4
男团	4
阿根廷正义党	1
跳蚤	1
６月５日	25
一点五公顷	1
核动力	3
从头到尾	3
鸡尾酒	1
别处	10
关家庆	1
薄片	1
打雷	1
洋洋大观	2
名厨	1
塑	25
几米	2
清清楚楚	8
平展展	2
黄彩虹	1
任启明	3
作黎	5
无须	11
珠江三角洲	6
阿昌族	1
榜样	46
悟出	5
解和	1
中国制造	1
８月１日	5
休戚	1
维拉港	1
安然公司	1
限度	21
广西银荔集团	1
叶尼塞河	1
一百三十二件	1
大路货	1
中国卫生部	2
举重协会	1
洪都拉斯	4
电教	7
上亿甚至１０亿美元	1
４００点	1
求职	70
１２４名	2
携带	47
世界性	21
杭州四季青乳品厂	1
啧啧	5
韩国重工业公司	1
洋洋洒洒	2
海基会董监事团	2
有机肥料	1
内罗毕中央公园	1
阿来	2
４３６亿埃居	1
美国联邦储备委员会	6
西南联合大学	2
督查工作组	1
罗瓦伊纳	2
上万名	4
上海市学生救亡协会	1
凤阳县	7
四五块	1
金融监督厅	6
遇到	200
厄立特里亚使馆	1
斯洛伐克教育部	2
萧军	1
遇刺	2
２８００多亩	1
乘机	16
无动于衷	5
希腊议会	1
一九九七	1
４９５亿元	1
千真万确	1
４１００名	1
非洲银行集团	1
声学	1
县植保站	1
抵押金	5
住房和市政事业部	1
５００本	1
半夜	5
沭阳县	5
脂膏	1
姜思农	1
三鲜	5
张书政	2
一言一行	7
迁西县畜牧水产局	1
泰安市	5
杭州德意电气实业有限公司	1
重	444
雄心勃勃	11
赔钱	3
梯队	7
洪秀全	1
计数器	3
中国体育用品联合会	1
立时	5
拔火罐	1
１９９８年１月	4
法国电信	1
以讹传讹	2
搭桥铺路	1
２００多块钱	2
麻木树边防工作站	1
每每	9
海尔集团空调有限公司	1
哈尔滨市水产局渔政处	1
信用证	14
增减	2
霍汉姬	1
诺依曼	1
前十位	3
维也纳市	3
有始无终	1
南极中山站	1
名厂	1
窑洞	3
偷盗	9
渭水	6
拉萨金	1
半天	20
蔡长松	1
水下考古队	5
核武库	1
１０多万斤	1
猎取	1
持	132
２８００多万	1
北京联合大学自动化工程学院	1
七十四厘米	2
语调	1
绣品	1
４２１０个	1
一九八九年	4
万件次	1
第一首	1
项珠珠	2
每次	99
翠柏	2
笑	92
蕴藏	31
５０余只	1
穷日子	5
四川全兴	6
逐级	12
蕴藉	5
因为	876
新型	127
排炮	1
巴比伦报	1
均安	1
龙头乡	2
吴小毛	1
成天	5
锥	2
反过来说	1
顺手	10
广东大豪队	1
三元至五元	1
邓景发	1
７米０５	2
柏三元	1
切削	1
印度尼西亚空军	4
北爱地方行政委员会	2
几缕	1
三千米	3
第四纪	3
稻	12
黄泰和	1
转移	154
１９９７年第四季度	1
万余册	1
打闹	3
李伟达	1
尼国家电视台	1
独立五师第一团	2
肯尼亚奥林匹克委员会	1
德国日尔曼尼亚航空公司	2
中国艺术教育促进会	1
支队	35
１２月份	1
暴跌	19
封建主	2
察看	16
伯尔尼车站	1
参试	9
４０日元	2
电文	3
人海	3
新城	2
礼物	30
乐清市妇女保健品公司	1
四编	1
从而	392
司徒美堂	1
零钱	3
吉日嘎郎图	1
终身难忘	1
轰炸	22
儒教	1
活期	1
人流	15
传统戏	5
１９４８年春夏之交	1
埃洛瓦	1
一党制	1
９７０公里	1
半壁河山	2
拉尔森	4
中山市总工会	1
拣择	1
存有	15
西德克	1
推导	3
侏罗纪	2
播种	23
王	116
孙清波	1
交友	6
中共安徽省纪委	1
毛巾	6
珍贵	91
河南省委	8
几百名	2
特指	1
人治	4
天象公司	1
安德鲁斯空军基地	1
概括性	1
左权县	1
邮电部邮政总局	1
趟	23
教育部电教办	2
联邦银行	3
年长	5
２２５名	1
怀	31
回落	28
缨	1
改元	1
批发商	5
发布	137
纽约时报	12
广汉市	2
电视机	29
法兰克福汇报	3
由来	3
图籍	1
沈	30
通讯员	9
赛特文化发展公司	1
任意球	21
革命英雄主义	3
因地制宜	34
摩纳哥	1
药械	1
１５４家	1
追捕	5
三十来万	1
民智	4
客厅	11
目送	1
上午１１时	6
百隆股份	1
郭婧	1
悬案	2
药检	2
几小时	4
广角镜	2
边防军	13
几绺	1
于志恭	2
市府考察团	1
如日中天	2
沃尔特河	3
高桥	12
观澜湖高尔夫球会	2
红１１师	1
十多万元	3
魏格尔	3
模型小组	1
几组	1
拉克什曼	1
流通领域	14
亚太地区	68
三十九名	1
二十二岁	1
几经	22
梅森大学	7
考场	21
北京市环卫局	1
秒平方	1
波罗的海	11
钱红游泳学校	2
２３６颗	1
２１种	1
劣品	1
刘国胜	1
干干净净	12
轻音乐	3
搅	6
３９９项	3
李伯钊	1
费解	5
刻板	1
三四十	2
天高气爽	1
金边总部	1
路易吉	4
女兵	4
日本兴业银行	3
峭壁	1
句号	10
土耳其队	1
喜鹊	4
英山县	4
知青点	1
政论	1
１６５个	2
北京海淀区教育局	1
科文斯公司	1
上海绿谷集团公司	1
江苏无锡山禾女队	4
大	4267
１９８９年１１月	2
猎刀	2
圣何塞	1
年间	5
偷看	1
纠偏	2
１９９７年１０月	8
财神庙	1
打针	8
三十二年	1
司法权	1
声浪	3
１５４万千瓦	1
受命	13
２０２亿美元	1
人民	1256
魏碑	3
白求恩	35
万余元	2
新闻中心	17
新苗	2
义	37
三千一百八十	1
阿南德	1
１４羽	1
白沙镇	1
盐城鹤类自然保护区	1
２万多种	1
骤降	4
５５公斤	1
５０余公里	1
正经	2
失重	9
铁凝	1
时装	25
越界	3
２１位	1
锯末	1
新围	1
法国农业部	1
显位	1
陈正君	1
鲁南	1
１９９１年冬天	1
疼痛	15
改写	10
１亿芬兰马克	1
中国一汽	1
送电	3
雷米特	3
打铁	2
纺织服装有限公司	1
顽	2
敞车	1
上付村	1
三高	1
行政村	23
采煤一班	1
疼爱	7
红十字和红新月国际联合会	1
４月底	5
王学孝	1
富豪	1
猎枪	2
天津警备区	2
９台	2
弄通	2
林州市	3
黑龙江大学	1
科学性	23
护士	38
南支那	1
刘洪康	3
欧洲总部	1
支部	62
利生商厦	1
年鉴	9
何其芳	1
１９９７年５月１７日	1
杞县国税局	2
锦州	5
林木	13
凑份子	1
监考	7
鲤城区团委	1
百家姓	1
就此	43
悲剧性	2
疑义	1
１８７５年	1
丹青	4
食客	10
数十位	6
红小豆	2
举手之劳	2
钦州市委	2
够用	5
国际米兰队	4
由昆	2
金刚石	3
新建县	1
煎	8
香港总商会访京团	2
客户	177
得体	6
天津大学	2
法政大学	1
古兰经	2
世界石油大会中国国家委员会	1
泛	18
客房	4
冶金与材料工程学部	1
闪身	1
３８辆	1
热诚	6
冲绳发展部	1
摆脱	159
面	339
８４米	2
新兴	49
新兵	8
六百九十八公里	1
神朔铁路	1
白半仙	1
苯	6
几种	20
深圳艺术学校	1
１９９７至１９９８	1
邓小平同志故居	1
禽流感	6
回荡	12
跳荡	2
检举	1
森达	1
年富力强	9
永新县	1
纳波利塔诺	1
语言	199
以方代表团	2
统一体	2
华工	8
新军	4
才是	88
魏群	1
卢森堡议会	1
人次	2
住宿	14
２５００兰特	1
徒	13
邢台	2
龙舟	90
一平方米	1
中国青少年研究中心	2
严惩	15
社会风气	18
一点二万多名	1
神通广大	1
付诸东流	4
３亿玻利瓦尔	1
王亚林	1
永定河	2
三驾	3
住宅	147
武警北京一总队某部	2
相片	7
６６６４	1
长安大戏院	3
浙租汽车租赁有限公司	1
阿拉尔孔	1
南京锅炉厂	1
卡扎菲	9
得便	1
湖北省司法厅	1
南关区西二小学	2
张伯苓	2
西柏坡森林公园	1
周口地区交通局	2
今年１月下旬	1
高列维治	1
站柜台	1
蹇	2
大步流星	2
２１次	1
小弟弟	1
６０多亿元	1
坍	7
巍峨	10
法国足球队	1
第三至六名	1
号子	1
蔡升培	1
二十五万多公斤	1
张春燕	1
相爱	2
封冻	2
守旧派	1
才智	6
疑云	2
德宏州	1
打江山	1
意大利力量党	2
左	170
置之不理	2
印度报业托拉斯	3
黎巴嫩真主党	1
市盈率	3
今年２月２７日	2
３４万名	1
缘缘堂	5
７月６日	43
１９９４年１月	2
９１卢比	1
１万株	1
南京状元楼酒店	1
龙里县	1
斯捷潘诺维奇	1
吴荣恪	2
三元镇	1
美国微波通信公司	1
北卡罗来纳大学	1
崇仁县	2
祝英台	3
房地产	180
麻省理工学院	5
跳舞	7
日本交通管制技术	1
合同制	2
千牛顿	1
上海南江企业发展有限公司	1
抽出	14
曾祖	1
安炳宣	1
桑佩尔	4
电扇	2
疾患	7
四周年	4
国家信贷委员会	1
俄克拉何马城	3
斯卡拉穆奇	1
丁保藻	2
３５万亩	1
瑞得大众文化有限公司	1
一九九七年六月二十一日	1
半年	116
娄堤	1
青年及体育部	1
１００余条	1
１２９６元	1
白居寺	1
赛季	44
订单	10
串	46
王之涣	1
伍云霞	2
江西日报	2
得主	20
王洁实	1
土壤改良	1
伤脑筋	2
职业介绍中心	1
２５８２	2
世界杯	510
２５８０	6
语词	2
演讲	87
领导者	40
马洛洛斯教堂	1
防城港市公安边防支队东兴边防派出所	1
雄踞	3
２００毫米	1
富贵	4
律师事务所	1
铜仁	1
４８８公里	1
数十个	13
世界杯法国组委会	1
体态	4
西藏藏医学院	1
代名词	4
４７次	1
卤	5
１２０多名	1
邮路	1
焦健	1
亢奋	1
枫桥镇水泥厂	1
屠善澄	1
受助	3
铜山纺织厂	1
恰逢	11
谋事	1
祥林嫂	1
摊贩	4
正月十五	1
数十万	10
６９个	2
凶杀案	3
１０座	2
今年６月８日	1
草食	1
五千六百零九件	1
炒股	7
得了	4
支配	26
随葬	1
１１９０万	1
数十件	1
泄漏	21
新北乡	1
有限	114
施瓦辛格	1
铜丝	3
下世纪	20
晚风	1
中国戏校附中	2
答对	1
繁琐	3
强求	2
总检察院	5
五六公里	2
１５０年	4
拦网	14
图章	1
一刻钟	1
尽早	56
湖北省考试院	1
转给	5
尼尔	2
一百篇	1
幻灯片	3
邮购	4
第一银行	2
缴费	3
精锐	2
展演	4
濮阳市	1
检修	14
五十周年	21
振	9
罗尔斯顿	4
团支部	13
石门	1
澳门特区筹委会经济法律小组	1
微机室	2
新四军	29
雪窦山	2
１４种	3
３００万株	1
蛋白质	42
衰颓	1
中共北京市委	6
攻破	11
昭和四年	1
央金玛	1
６６周年	1
湟水河	1
邮资	7
数十亿	3
屑	21
收盘	41
斗牛宫	1
活性	11
录音	20
荆棘载途	1
哪知	2
兰帝	1
中国社会科学出版社	2
远	279
国家安全部党委	1
得以	102
万溪垃圾处理场	1
巍巍	3
验光	1
闭合	1
受制	7
受到	791
电报	17
青州市	1
１０来个	1
铁杉公园	1
刻意	10
推崇	11
范文茶	10
巴嘎班迪	4
卢卡斯	1
苦力	3
星期六	10
白带山	2
魏建华	2
持久战	1
横溪	1
额勒贝格道尔吉	7
武汉市海外联谊会	1
同	1491
北京通用新技术国际公司	2
丰收乡	1
泉下	2
１０１副	2
联合筹委会	1
北京时间今天１７时２０分	1
鲁道夫	2
文姬	1
玻恩	3
围观	11
挥霍	8
米洛什	1
惊魂甫定	1
陈耀庭	1
酸痛	1
新区	13
１２５万元	2
漂亮	60
戏剧家	3
２２４架	1
１４８７万	1
李中庸	1
董家河乡	3
龙丰食品集团	1
楼阁	2
中共中央直属机关管理局	1
排球	35
林政	2
电话号码	5
一两个星期	2
沈阳自动化所	5
琴岛律师事务所	4
１０７３	1
１９５３年秋	1
此起彼伏	13
零上９摄氏度	1
切尔诺比奥	2
食草动物	1
当年７月	1
龙胜	1
５０户	1
中国人民解放军军乐团	1
尽是	7
新华	2
抽动	1
八点五万平方米	1
参议员	15
改名	11
参股	15
热解	1
梧桐	5
悬浮	6
停顿	11
印度人民院	1
延缓	10
置若罔闻	5
河北队	1
８万篇	1
改向	1
修造	2
塔马拉	1
金字塔	17
景德镇市	2
全人类	15
渣打银行	1
贡其格道尔吉	3
助纣为虐	2
３８万元	1
推广	298
凌晨四时	1
２０９９万美元	1
省农发行	1
接人	4
查处窃电联合小组	1
世袭	1
许道宣	1
存折	2
闻所未闻	4
低声	6
丛	24
扶疏	1
库尼科娃	1
贸易保护主义	1
戏称	9
三项	53
幼苗	2
两页	1
麦哲伦	1
三顿	2
英航	2
６至７公里	1
立意	7
新县	3
武汉测绘大学	1
１１２天	1
英国结构工程师学会	1
１０余万	2
多棱镜	2
林新	1
活捉	1
倒伏	2
粤海发	2
无忧无虑	2
１２４条	1
一窍不通	3
粪便	12
２１米	1
１６７个	1
参考	28
停飞	1
１０９６个	1
２亿多克朗	1
幼芽	1
４６１幅	1
联络小组	9
遏	1
水道	3
提箱	1
培养	557
